,team_rank,rank_diff,win_rate,Team_Venue_Form,Opp_Venue_Form,Team_Cumul_GD,Opp_Cumul_GD,win
0,0.125,0.162037037037037,0.0,0.2857142857142857,0.4666666666666667,0.2499999999999999,0.6341463414634148,1.0
1,0.125,0.0879629629629629,0.5,0.3571428571428571,0.6666666666666666,0.1249999999999999,0.6585365853658537,0.0
2,0.125,0.0833333333333333,0.6666666666666666,0.4285714285714286,0.7333333333333333,0.0416666666666666,0.7560975609756098,1.0
3,0.125,0.1203703703703703,0.4,0.3571428571428571,0.6,0.1666666666666666,0.6097560975609757,0.0
4,0.125,0.1944444444444444,1.0,0.8571428571428571,0.2666666666666666,0.1249999999999999,0.5121951219512195,1.0
5,0.125,0.1805555555555555,0.0,0.1428571428571428,0.5333333333333333,0.2499999999999999,0.6341463414634148,1.0
6,0.125,0.162037037037037,0.5,1.0,0.6,0.2916666666666666,0.5609756097560976,1.0
7,0.125,0.1157407407407407,0.0,1.0,0.6666666666666666,0.4166666666666666,0.5609756097560976,1.0
8,0.125,0.0925925925925925,0.6666666666666666,0.2857142857142857,1.0,0.4166666666666666,0.853658536585366,1.0
9,0.125,0.0648148148148148,0.0,1.0,0.8666666666666667,0.4583333333333333,0.6829268292682927,0.0
10,0.125,0.2731481481481481,0.6666666666666666,0.4285714285714286,0.4,0.375,0.6097560975609757,0.0
11,0.125,0.1157407407407407,1.0,0.5714285714285714,0.4,0.2916666666666666,0.5365853658536586,1.0
12,0.125,0.3611111111111111,0.5,0.5714285714285714,0.3333333333333333,0.375,0.6097560975609757,1.0
13,0.125,0.1342592592592592,0.5,0.7857142857142857,0.6,0.375,0.5365853658536586,1.0
14,0.25,0.0555555555555555,0.0,1.0,0.8,0.4166666666666666,0.7073170731707318,0.0
15,0.25,0.1157407407407407,1.0,0.4285714285714286,0.8666666666666667,0.4166666666666666,0.6341463414634148,1.0
16,0.25,0.4953703703703703,1.0,0.7857142857142857,0.2666666666666666,0.4999999999999999,0.2682926829268293,1.0
17,0.25,0.2083333333333333,0.0,0.7857142857142857,0.8,0.5416666666666666,0.7073170731707318,1.0
18,0.25,0.3148148148148147,0.6666666666666666,0.6428571428571428,0.5333333333333333,0.4999999999999999,0.5121951219512195,1.0
19,0.25,0.4953703703703703,1.0,0.8571428571428571,0.2,0.4999999999999999,0.4146341463414634,0.0
20,0.25,0.2129629629629629,0.0,0.7857142857142857,0.4,0.5416666666666666,0.5609756097560976,1.0
21,0.25,0.3518518518518518,0.5,0.7857142857142857,0.3333333333333333,0.4999999999999999,0.4146341463414634,1.0
22,0.25,0.2037037037037037,0.0,0.7142857142857143,0.8,0.375,0.6585365853658537,0.0
23,0.6875,0.0601851851851851,0.5,0.7857142857142857,0.1333333333333333,0.3333333333333333,0.7560975609756098,1.0
24,0.6875,0.0462962962962962,0.6,0.5714285714285714,0.5333333333333333,0.3333333333333333,0.7073170731707318,1.0
25,0.6875,0.1435185185185185,1.0,1.0,0.2666666666666666,0.375,0.6097560975609757,0.0
26,0.6875,0.0833333333333333,0.0,0.7142857142857143,0.8,0.3333333333333333,0.6097560975609757,0.0
27,0.6875,0.1574074074074073,0.0,0.7857142857142857,0.6666666666666666,0.2499999999999999,0.6097560975609757,1.0
28,0.6875,0.162037037037037,0.0,0.7857142857142857,0.6666666666666666,0.3333333333333333,0.6341463414634148,0.0
29,0.6875,0.0509259259259259,0.5,0.5714285714285714,1.0,0.2499999999999999,0.6829268292682927,0.0
30,0.6875,0.1064814814814814,0.0,0.5,0.5333333333333333,0.2083333333333333,0.6097560975609757,0.0
31,0.6875,0.1805555555555555,0.5,0.8571428571428571,0.4,0.1666666666666666,0.5121951219512195,0.0
32,0.6875,0.537037037037037,0.0,0.2857142857142857,0.5333333333333333,0.1666666666666666,0.5609756097560976,1.0
33,0.6875,0.9444444444444444,0.0,0.6428571428571428,0.6,0.1666666666666666,0.4146341463414634,0.0
34,0.6875,0.2546296296296296,1.0,0.4285714285714286,0.6,0.2083333333333333,0.6341463414634148,0.0
35,0.6875,0.0555555555555555,1.0,0.5,1.0,0.1666666666666666,0.878048780487805,0.0
36,0.5,0.1064814814814814,0.75,0.3571428571428571,0.5333333333333333,0.2083333333333333,0.6097560975609757,1.0
37,0.5,0.2129629629629629,1.0,0.3571428571428571,0.4666666666666667,0.2916666666666666,0.6341463414634148,1.0
38,0.5,0.2314814814814814,0.5714285714285714,0.3571428571428571,0.4,0.2916666666666666,0.7560975609756098,1.0
39,0.5,0.5925925925925926,1.0,0.5,0.3333333333333333,0.3333333333333333,0.3902439024390244,1.0
40,0.5,0.2129629629629629,1.0,0.3571428571428571,0.6,0.4583333333333333,0.6341463414634148,1.0
41,0.5,0.0833333333333333,0.25,0.5714285714285714,0.6666666666666666,0.5416666666666666,0.7073170731707318,1.0
42,0.5,0.3333333333333333,0.6666666666666666,0.7142857142857143,0.4666666666666667,0.5416666666666666,0.6341463414634148,1.0
43,0.5,0.9583333333333331,0.0,0.7857142857142857,0.8,0.625,0.4390243902439025,0.0
44,0.5,0.5787037037037037,1.0,0.8571428571428571,0.1333333333333333,0.5833333333333333,0.4146341463414634,1.0
45,0.5,0.1435185185185185,0.5,0.6428571428571428,0.6666666666666666,0.6666666666666666,0.5365853658536586,0.0
46,0.5,0.1527777777777777,1.0,1.0,0.7333333333333333,0.4999999999999999,0.7073170731707318,1.0
47,0.5,0.0462962962962962,0.0,1.0,0.8666666666666667,0.4999999999999999,0.902439024390244,0.0
48,0.5,0.0694444444444444,0.8,0.6428571428571428,0.5333333333333333,0.3333333333333333,0.8292682926829269,1.0
49,0.5,0.0509259259259259,0.3333333333333333,0.8571428571428571,0.7333333333333333,0.375,0.8292682926829269,0.0
50,0.5,0.1898148148148148,0.0,0.6428571428571428,0.8,0.2083333333333333,0.5853658536585367,1.0
51,0.5,0.0925925925925925,0.6666666666666666,0.4285714285714286,0.6666666666666666,0.4583333333333333,0.5365853658536586,0.0
52,0.5,0.0879629629629629,0.6666666666666666,0.2857142857142857,0.6666666666666666,0.4166666666666666,0.8048780487804879,0.0
53,0.5,0.199074074074074,0.5,0.3571428571428571,0.2,0.4166666666666666,0.4146341463414634,1.0
54,0.5,0.4583333333333333,0.0,0.6428571428571428,0.4666666666666667,0.4166666666666666,0.3902439024390244,0.0
55,0.5,0.1898148148148148,0.3333333333333333,0.7142857142857143,0.6,0.3333333333333333,0.6829268292682927,1.0
56,0.5,0.5555555555555556,1.0,0.4285714285714286,0.8,0.2083333333333333,0.5121951219512195,1.0
57,0.5,0.2222222222222222,0.3333333333333333,0.5714285714285714,0.2666666666666666,0.2499999999999999,0.5853658536585367,0.0
58,0.5,0.3472222222222222,0.0,0.7142857142857143,0.4666666666666667,0.2083333333333333,0.7804878048780488,1.0
59,0.5,0.2268518518518518,1.0,0.7142857142857143,0.4,0.2083333333333333,0.6585365853658537,1.0
60,0.625,0.1759259259259259,0.5,0.7142857142857143,0.2666666666666666,0.3333333333333333,0.6341463414634148,1.0
61,0.625,0.2962962962962963,0.5,0.8571428571428571,0.3333333333333333,0.375,0.4634146341463415,1.0
62,0.625,0.4537037037037036,0.0,1.0,0.1333333333333333,0.4166666666666666,0.3170731707317074,0.0
63,0.625,0.1944444444444444,0.4285714285714285,0.5714285714285714,0.6,0.4583333333333333,0.6829268292682927,0.0
64,0.625,0.949074074074074,0.0,0.3571428571428571,0.6,0.4166666666666666,0.7317073170731708,0.0
65,0.625,0.1898148148148148,1.0,0.4285714285714286,0.4,0.375,0.6341463414634148,0.0
66,0.625,0.1296296296296296,0.6666666666666666,0.4285714285714286,0.8666666666666667,0.2916666666666666,0.6585365853658537,1.0
67,0.625,0.2962962962962963,0.6666666666666666,0.4285714285714286,0.2666666666666666,0.2499999999999999,0.4878048780487805,0.0
68,0.625,0.3009259259259259,0.3333333333333333,0.5,0.5333333333333333,0.2499999999999999,0.4878048780487805,1.0
69,0.625,0.3333333333333333,0.25,0.8571428571428571,0.4,0.375,0.5609756097560976,1.0
70,0.625,0.5138888888888888,1.0,0.8571428571428571,0.0666666666666666,0.4166666666666666,0.5121951219512195,1.0
71,0.625,0.0324074074074074,0.75,0.5,0.7333333333333333,0.4583333333333333,0.7317073170731708,1.0
72,0.625,0.9583333333333331,0.0,0.4285714285714286,0.8666666666666667,0.4999999999999999,0.5853658536585367,0.0
73,0.0,0.0925925925925925,0.4,0.8571428571428571,0.3333333333333333,0.4999999999999999,0.5609756097560976,1.0
74,0.0,0.1435185185185185,0.625,0.7142857142857143,0.6,0.4999999999999999,0.6097560975609757,0.0
75,0.0,0.125,1.0,0.4285714285714286,0.4666666666666667,0.4583333333333333,0.6585365853658537,0.0
76,0.0,0.1944444444444444,0.0,0.4285714285714286,0.4666666666666667,0.4166666666666666,0.6341463414634148,1.0
77,0.0,0.2083333333333333,0.6666666666666666,0.4285714285714286,0.2666666666666666,0.4166666666666666,0.5365853658536586,0.0
78,0.0,0.1111111111111111,0.0,0.4285714285714286,0.6,0.4166666666666666,0.7317073170731708,1.0
79,0.0,0.2453703703703703,0.0,0.5714285714285714,0.6666666666666666,0.375,0.6097560975609757,1.0
80,0.0,0.125,0.6666666666666666,0.7142857142857143,0.8,0.4166666666666666,0.6585365853658537,1.0
81,0.0,0.0925925925925925,0.5,0.7142857142857143,1.0,0.5416666666666666,0.7560975609756098,1.0
82,0.0,0.0833333333333333,0.0,0.8571428571428571,0.8666666666666667,0.5416666666666666,0.7073170731707318,1.0
83,0.0,0.1342592592592592,0.0,0.8571428571428571,0.5333333333333333,0.5416666666666666,0.4878048780487805,0.0
84,0.0,0.3842592592592592,0.75,0.6428571428571428,0.4666666666666667,0.375,0.5365853658536586,0.0
85,0.0,0.0833333333333333,0.2,0.7142857142857143,0.6666666666666666,0.3333333333333333,0.7073170731707318,0.0
86,0.0,0.125,0.75,0.6428571428571428,0.7333333333333333,0.1249999999999999,0.6829268292682927,1.0
87,0.0,0.5,0.75,0.6428571428571428,0.3333333333333333,0.1249999999999999,0.5365853658536586,1.0
88,0.0,0.1851851851851851,0.6666666666666666,0.6428571428571428,0.5333333333333333,0.2083333333333333,0.7560975609756098,0.0
89,0.0625,0.125,0.5,0.5,0.6666666666666666,0.2916666666666666,0.7317073170731708,1.0
90,0.0625,0.9583333333333331,0.0,0.6428571428571428,0.0,0.375,0.1707317073170732,1.0
91,0.0625,0.3333333333333333,0.6,0.6428571428571428,0.2666666666666666,0.4999999999999999,0.5609756097560976,1.0
92,0.0625,0.2916666666666666,0.6,0.7857142857142857,0.6,0.4999999999999999,0.4878048780487805,0.0
93,0.0625,0.0925925925925925,0.1666666666666666,0.5,0.8,0.3333333333333333,0.7073170731707318,0.0
94,0.0625,0.199074074074074,0.8,0.5714285714285714,1.0,0.3333333333333333,0.6097560975609757,1.0
95,0.0625,0.4166666666666666,0.8,0.5714285714285714,0.1333333333333333,0.2916666666666666,0.5121951219512195,1.0
96,0.0625,0.4166666666666666,1.0,0.7142857142857143,0.6666666666666666,0.3333333333333333,0.5121951219512195,1.0
97,0.0625,0.125,0.6,0.7857142857142857,1.0,0.3333333333333333,0.6585365853658537,1.0
98,0.0625,0.9583333333333331,1.0,0.7142857142857143,0.0,0.4583333333333333,0.1951219512195122,1.0
99,0.125,0.1064814814814814,0.8333333333333334,0.8571428571428571,0.8,0.5416666666666666,0.6585365853658537,1.0
100,0.125,0.0601851851851851,0.25,0.7857142857142857,1.0,0.5833333333333333,0.7317073170731708,0.0
101,0.125,0.3055555555555555,0.25,0.8571428571428571,0.2666666666666666,0.4583333333333333,0.5365853658536586,1.0
102,0.125,0.0694444444444444,0.8,1.0,0.6666666666666666,0.4583333333333333,0.7804878048780488,0.0
103,0.125,0.1527777777777777,1.0,0.7857142857142857,0.5333333333333333,0.2916666666666666,0.8292682926829269,0.0
104,0.125,0.1064814814814814,0.1428571428571428,0.6428571428571428,0.4666666666666667,0.2083333333333333,0.5609756097560976,1.0
105,0.125,0.0601851851851851,0.2,0.6428571428571428,0.8,0.2083333333333333,0.7317073170731708,0.0
106,0.125,0.4814814814814814,1.0,0.4285714285714286,0.1333333333333333,0.2499999999999999,0.6097560975609757,0.0
107,0.125,0.4907407407407407,1.0,0.5714285714285714,0.6666666666666666,0.1666666666666666,0.2926829268292683,1.0
108,0.125,0.5555555555555556,0.8333333333333334,0.8571428571428571,0.4666666666666667,0.3333333333333333,0.4390243902439025,1.0
109,0.125,0.1805555555555555,0.6666666666666666,0.5714285714285714,0.8,0.4166666666666666,0.6829268292682927,0.0
110,0.125,0.5740740740740741,0.0,1.0,0.2666666666666666,0.3333333333333333,0.5365853658536586,1.0
111,0.125,0.1481481481481481,0.0,0.6428571428571428,0.8,0.375,0.7804878048780488,0.0
