,date,home_team,away_team,home_score,away_score,tournament,city,country,neutral,winner
23053,2000-05-30,Republic of Ireland,Scotland,1,2,Friendly,Dublin,Republic of Ireland,False,Scotland
23055,2000-05-31,England,Ukraine,2,0,Friendly,London,England,False,England
23066,2000-06-02,Portugal,Wales,3,0,Friendly,Chaves,Portugal,False,Portugal
23070,2000-06-03,Denmark,Belgium,2,2,Friendly,Copenhagen,Denmark,False,Draw
23071,2000-06-03,Germany,Czech Republic,3,2,Friendly,Nuremberg,Germany,False,Germany
23075,2000-06-03,Malta,England,1,2,Friendly,Attard,Malta,False,England
23076,2000-06-03,Norway,Italy,1,0,Friendly,Oslo,Norway,False,Norway
23078,2000-06-03,Romania,Greece,2,1,Friendly,Bucharest,Romania,False,Romania
23080,2000-06-03,Sweden,Spain,1,1,Friendly,Gothenburg,Sweden,False,Draw
23090,2000-06-04,France,Japan,2,2,King Hassan II Tournament,Casablanca,Morocco,True,Draw
23094,2000-06-04,Netherlands,Poland,3,1,Friendly,Lausanne,Switzerland,True,Netherlands
23100,2000-06-06,Morocco,France,1,5,King Hassan II Tournament,Casablanca,Morocco,False,France
23104,2000-06-07,Germany,Liechtenstein,8,2,Friendly,Freiburg,Germany,False,Germany
23107,2000-06-07,Luxembourg,Spain,0,1,Friendly,Luxembourg,Luxembourg,False,Spain
23113,2000-06-10,Belgium,Sweden,2,1,UEFA Euro,Brussels,Belgium,False,Belgium
23119,2000-06-11,France,Denmark,3,0,UEFA Euro,Bruges,Belgium,True,France
23123,2000-06-11,Netherlands,Czech Republic,1,0,UEFA Euro,Amsterdam,Netherlands,False,Netherlands
23125,2000-06-11,Turkey,Italy,1,2,UEFA Euro,Arnhem,Netherlands,True,Italy
23128,2000-06-12,Germany,Romania,1,1,UEFA Euro,Liège,Belgium,True,Draw
23130,2000-06-12,Portugal,England,3,2,UEFA Euro,Eindhoven,Netherlands,True,Portugal
23132,2000-06-13,Spain,Norway,0,1,UEFA Euro,Rotterdam,Netherlands,True,Norway
23134,2000-06-14,Belgium,Italy,0,2,UEFA Euro,Brussels,Belgium,False,Italy
23141,2000-06-16,Czech Republic,France,1,2,UEFA Euro,Bruges,Belgium,True,France
23142,2000-06-16,Netherlands,Denmark,3,0,UEFA Euro,Rotterdam,Netherlands,False,Netherlands
23144,2000-06-17,England,Germany,1,0,UEFA Euro,Charleroi,Belgium,True,England
23150,2000-06-17,Romania,Portugal,0,1,UEFA Euro,Arnhem,Netherlands,True,Portugal
23158,2000-06-18,Slovenia,Spain,1,2,UEFA Euro,Amsterdam,Netherlands,True,Spain
23162,2000-06-19,Belgium,Turkey,0,2,UEFA Euro,Brussels,Belgium,False,Turkey
23163,2000-06-19,Italy,Sweden,2,1,UEFA Euro,Eindhoven,Netherlands,True,Italy
23165,2000-06-20,England,Romania,2,3,UEFA Euro,Charleroi,Belgium,True,Romania
23167,2000-06-20,Portugal,Germany,3,0,UEFA Euro,Rotterdam,Netherlands,True,Portugal
23169,2000-06-21,Netherlands,France,3,2,UEFA Euro,Amsterdam,Netherlands,False,Netherlands
23172,2000-06-21,Serbia,Spain,3,4,UEFA Euro,Bruges,Belgium,True,Spain
23178,2000-06-24,Italy,Romania,2,0,UEFA Euro,Brussels,Belgium,True,Italy
23180,2000-06-24,Turkey,Portugal,0,2,UEFA Euro,Amsterdam,Netherlands,True,Portugal
23186,2000-06-25,Netherlands,Serbia,6,1,UEFA Euro,Rotterdam,Netherlands,False,Netherlands
23188,2000-06-25,Spain,France,1,2,UEFA Euro,Bruges,Belgium,True,France
23191,2000-06-28,France,Portugal,2,1,UEFA Euro,Brussels,Belgium,True,France
23199,2000-06-29,Netherlands,Italy,0,0,UEFA Euro,Amsterdam,Netherlands,False,Draw
23211,2000-07-02,France,Italy,2,1,UEFA Euro,Rotterdam,Netherlands,True,France
23300,2000-08-16,Bulgaria,Belgium,1,3,Friendly,Sofia,Bulgaria,False,Belgium
23306,2000-08-16,Germany,Spain,4,1,Friendly,Hanover,Germany,False,Germany
23316,2000-08-16,Portugal,Lithuania,5,1,Friendly,Viseu,Portugal,False,Portugal
23320,2000-08-16,Switzerland,Greece,2,2,Friendly,St. Gallen,Switzerland,False,Draw
23340,2000-09-02,Belgium,Croatia,0,0,FIFA World Cup qualification,Brussels,Belgium,False,Draw
23341,2000-09-02,Bosnia and Herzegovina,Spain,1,2,FIFA World Cup qualification,Sarajevo,Bosnia and Herzegovina,False,Spain
23347,2000-09-02,France,England,1,1,Friendly,Saint-Denis,France,False,Draw
23349,2000-09-02,Germany,Greece,2,0,FIFA World Cup qualification,Hamburg,Germany,False,Germany
23353,2000-09-02,Latvia,Scotland,0,1,FIFA World Cup qualification,Riga,Latvia,False,Scotland
23354,2000-09-02,Netherlands,Republic of Ireland,2,2,FIFA World Cup qualification,Amsterdam,Netherlands,False,Draw
23370,2000-09-03,Estonia,Portugal,1,3,FIFA World Cup qualification,Tallinn,Estonia,False,Portugal
23372,2000-09-03,Hungary,Italy,2,2,FIFA World Cup qualification,Budapest,Hungary,False,Draw
23409,2000-10-04,France,Cameroon,1,1,Friendly,Saint-Denis,France,False,Draw
23420,2000-10-07,Cyprus,Netherlands,0,4,FIFA World Cup qualification,Nicosia,Cyprus,False,Netherlands
23422,2000-10-07,England,Germany,0,1,FIFA World Cup qualification,London,England,False,Germany
23423,2000-10-07,Greece,Finland,1,0,FIFA World Cup qualification,Athens,Greece,False,Greece
23424,2000-10-07,Italy,Romania,3,0,FIFA World Cup qualification,Milan,Italy,False,Italy
23426,2000-10-07,Latvia,Belgium,0,4,FIFA World Cup qualification,Riga,Latvia,False,Belgium
23434,2000-10-07,Portugal,Republic of Ireland,1,1,FIFA World Cup qualification,Lisbon,Portugal,False,Draw
23435,2000-10-07,San Marino,Scotland,0,2,FIFA World Cup qualification,Serravalle,San Marino,False,Scotland
23437,2000-10-07,South Africa,France,0,0,Friendly,Johannesburg,South Africa,False,Draw
23438,2000-10-07,Spain,Israel,2,0,FIFA World Cup qualification,Madrid,Spain,False,Spain
23462,2000-10-11,Albania,Greece,2,0,FIFA World Cup qualification,Tirana,Albania,False,Albania
23463,2000-10-11,Austria,Spain,1,1,FIFA World Cup qualification,Vienna,Austria,False,Draw
23466,2000-10-11,Croatia,Scotland,1,1,FIFA World Cup qualification,Zagreb,Croatia,False,Draw
23468,2000-10-11,Finland,England,0,0,FIFA World Cup qualification,Helsinki,Finland,False,Draw
23472,2000-10-11,Italy,Georgia,2,0,FIFA World Cup qualification,Ancona,Italy,False,Italy
23476,2000-10-11,Netherlands,Portugal,0,2,FIFA World Cup qualification,Rotterdam,Netherlands,False,Portugal
23549,2000-11-15,Denmark,Germany,2,1,Friendly,Copenhagen,Denmark,False,Denmark
23552,2000-11-15,Greece,Slovakia,0,2,Friendly,Rhodes,Greece,False,Slovakia
23555,2000-11-15,Italy,England,1,0,Friendly,Turin,Italy,False,Italy
23559,2000-11-15,Portugal,Israel,2,1,Friendly,Braga,Portugal,False,Portugal
23562,2000-11-15,Scotland,Australia,0,2,Friendly,Glasgow,Scotland,False,Australia
23563,2000-11-15,Spain,Netherlands,1,2,Friendly,Seville,Spain,False,Netherlands
23566,2000-11-15,Turkey,France,0,4,Friendly,Istanbul,Turkey,False,France
23594,2000-12-13,Greece,Serbia,1,1,Friendly,Xánthi,Greece,False,Draw
23747,2001-02-27,France,Germany,1,0,Friendly,Saint-Denis,France,False,France
23751,2001-02-28,Belgium,San Marino,10,1,FIFA World Cup qualification,Brussels,Belgium,False,Belgium
23757,2001-02-28,England,Spain,3,0,Friendly,Birmingham,England,False,England
23758,2001-02-28,Greece,Russia,3,3,Friendly,Heraklion,Greece,False,Draw
23759,2001-02-28,Italy,Argentina,1,2,Friendly,Rome,Italy,False,Argentina
23767,2001-02-28,Netherlands,Turkey,0,0,Friendly,Amsterdam,Netherlands,False,Draw
23769,2001-02-28,Portugal,Andorra,3,0,FIFA World Cup qualification,Funchal,Portugal,False,Portugal
23818,2001-03-24,Andorra,Netherlands,0,5,FIFA World Cup qualification,Barcelona,Spain,True,Netherlands
23826,2001-03-24,England,Finland,2,1,FIFA World Cup qualification,Liverpool,England,False,England
23827,2001-03-24,France,Japan,5,0,Friendly,Saint-Denis,France,False,France
23829,2001-03-24,Germany,Albania,2,1,FIFA World Cup qualification,Leverkusen,Germany,False,Germany
23838,2001-03-24,Romania,Italy,0,2,FIFA World Cup qualification,Bucharest,Romania,False,Italy
23840,2001-03-24,Scotland,Belgium,2,2,FIFA World Cup qualification,Glasgow,Scotland,False,Draw
23844,2001-03-24,Spain,Liechtenstein,5,0,FIFA World Cup qualification,Alicante,Spain,False,Spain
23861,2001-03-28,Albania,England,1,3,FIFA World Cup qualification,Tirana,Albania,False,England
23872,2001-03-28,Greece,Germany,2,4,FIFA World Cup qualification,Athens,Greece,False,Germany
23874,2001-03-28,Italy,Lithuania,4,0,FIFA World Cup qualification,Trieste,Italy,False,Italy
23880,2001-03-28,Portugal,Netherlands,2,2,FIFA World Cup qualification,Porto,Portugal,False,Draw
23882,2001-03-28,Scotland,San Marino,4,0,FIFA World Cup qualification,Glasgow,Scotland,False,Scotland
23885,2001-03-28,Spain,France,2,1,Friendly,Valencia,Spain,False,Spain
23973,2001-04-25,Croatia,Greece,2,2,Friendly,Varaždin,Croatia,False,Draw
23974,2001-04-25,Czech Republic,Belgium,1,1,Friendly,Prague,Czech Republic,False,Draw
23976,2001-04-25,France,Portugal,4,0,Friendly,Saint-Denis,France,False,France
23979,2001-04-25,Italy,South Africa,1,0,Friendly,Perugia,Italy,False,Italy
23987,2001-04-25,Netherlands,Cyprus,4,0,FIFA World Cup qualification,Eindhoven,Netherlands,False,Netherlands
23989,2001-04-25,Poland,Scotland,1,1,Friendly,Bydgoszcz,Poland,False,Draw
23992,2001-04-25,Spain,Japan,1,0,Friendly,Córdoba,Spain,False,Spain
24077,2001-05-25,England,Mexico,4,0,Friendly,Derby,England,False,England
24092,2001-05-29,Germany,Slovakia,2,0,Friendly,Bremen,Germany,False,Germany
24094,2001-05-30,South Korea,France,0,5,Confederations Cup,Daegu,South Korea,False,France
24102,2001-06-01,Australia,France,1,0,Confederations Cup,Daegu,South Korea,True,Australia
24107,2001-06-02,Belgium,Latvia,3,1,FIFA World Cup qualification,Brussels,Belgium,False,Belgium
24111,2001-06-02,Estonia,Netherlands,2,4,FIFA World Cup qualification,Tallinn,Estonia,False,Netherlands
24113,2001-06-02,Finland,Germany,2,2,FIFA World Cup qualification,Helsinki,Finland,False,Draw
24115,2001-06-02,Georgia,Italy,1,2,FIFA World Cup qualification,Tbilisi,Georgia,False,Italy
24116,2001-06-02,Greece,Albania,1,0,FIFA World Cup qualification,Heraklion,Greece,False,Greece
24118,2001-06-02,Republic of Ireland,Portugal,1,1,FIFA World Cup qualification,Dublin,Republic of Ireland,False,Draw
24130,2001-06-02,Spain,Bosnia and Herzegovina,4,1,FIFA World Cup qualification,Oviedo,Spain,False,Spain
24142,2001-06-03,France,Mexico,4,0,Confederations Cup,Ulsan,South Korea,True,France
24154,2001-06-06,Albania,Germany,0,2,FIFA World Cup qualification,Tirana,Albania,False,Germany
24162,2001-06-06,Greece,England,0,2,FIFA World Cup qualification,Athens,Greece,False,England
24165,2001-06-06,Israel,Spain,1,1,FIFA World Cup qualification,Ramat-Gan,Israel,False,Draw
24171,2001-06-06,Portugal,Cyprus,6,0,FIFA World Cup qualification,Lisbon,Portugal,False,Portugal
24172,2001-06-06,San Marino,Belgium,1,4,FIFA World Cup qualification,Serravalle,San Marino,False,Belgium
24177,2001-06-07,France,Brazil,2,1,Confederations Cup,Suwon,South Korea,True,France
24185,2001-06-10,Japan,France,0,1,Confederations Cup,Yokohama,Japan,False,France
24352,2001-08-15,England,Netherlands,0,2,Friendly,London,England,False,Netherlands
24354,2001-08-15,Finland,Belgium,4,1,Friendly,Helsinki,Finland,False,Finland
24355,2001-08-15,France,Denmark,1,0,Friendly,Nantes,France,False,France
24356,2001-08-15,Hungary,Germany,2,5,Friendly,Budapest,Hungary,False,Germany
24364,2001-08-15,Portugal,Moldova,3,0,Friendly,Faro,Portugal,False,Portugal
24365,2001-08-15,Russia,Greece,0,0,Friendly,Moscow,Russia,False,Draw
24386,2001-09-01,Andorra,Portugal,1,7,FIFA World Cup qualification,Lleida,Spain,True,Portugal
24389,2001-09-01,Chile,France,2,1,Friendly,Santiago,Chile,False,Chile
24393,2001-09-01,Germany,England,1,5,FIFA World Cup qualification,Munich,Germany,False,England
24395,2001-09-01,Republic of Ireland,Netherlands,1,0,FIFA World Cup qualification,Dublin,Republic of Ireland,False,Republic of Ireland
24396,2001-09-01,Lithuania,Italy,0,0,FIFA World Cup qualification,Kaunas,Lithuania,False,Draw
24401,2001-09-01,Scotland,Croatia,0,0,FIFA World Cup qualification,Glasgow,Scotland,False,Draw
24404,2001-09-01,Spain,Austria,4,0,FIFA World Cup qualification,Valencia,Spain,False,Spain
24417,2001-09-05,Belgium,Scotland,2,0,FIFA World Cup qualification,Brussels,Belgium,False,Belgium
24421,2001-09-05,Cyprus,Portugal,1,3,FIFA World Cup qualification,Larnaca,Cyprus,False,Portugal
24423,2001-09-05,England,Albania,2,0,FIFA World Cup qualification,Newcastle,England,False,England
24425,2001-09-05,Finland,Greece,5,1,FIFA World Cup qualification,Helsinki,Finland,False,Finland
24429,2001-09-05,Italy,Morocco,1,0,Friendly,Piacenza,Italy,False,Italy
24430,2001-09-05,Liechtenstein,Spain,0,2,FIFA World Cup qualification,Vaduz,Liechtenstein,False,Spain
24433,2001-09-05,Netherlands,Estonia,5,0,FIFA World Cup qualification,Eindhoven,Netherlands,False,Netherlands
24472,2001-10-06,Croatia,Belgium,1,0,FIFA World Cup qualification,Zagreb,Croatia,False,Croatia
24475,2001-10-06,England,Greece,2,2,FIFA World Cup qualification,Manchester,England,False,Draw
24476,2001-10-06,France,Algeria,4,1,Friendly,Saint-Denis,France,False,France
24477,2001-10-06,Germany,Finland,0,0,FIFA World Cup qualification,Gelsenkirchen,Germany,False,Draw
24479,2001-10-06,Italy,Hungary,1,0,FIFA World Cup qualification,Parma,Italy,False,Italy
24482,2001-10-06,Netherlands,Andorra,4,0,FIFA World Cup qualification,Arnhem,Netherlands,False,Netherlands
24484,2001-10-06,Portugal,Estonia,5,0,FIFA World Cup qualification,Lisbon,Portugal,False,Portugal
24487,2001-10-06,Scotland,Latvia,2,1,FIFA World Cup qualification,Glasgow,Scotland,False,Scotland
24533,2001-11-07,Japan,Italy,1,1,Friendly,Saitama,Japan,False,Draw
24540,2001-11-10,Belgium,Czech Republic,1,0,FIFA World Cup qualification,Brussels,Belgium,False,Belgium
24541,2001-11-10,Denmark,Netherlands,1,1,Friendly,Copenhagen,Denmark,False,Draw
24542,2001-11-10,England,Sweden,1,1,Friendly,Manchester,England,False,Draw
24543,2001-11-10,Greece,Estonia,4,2,Friendly,Athens,Greece,False,Greece
24548,2001-11-10,Ukraine,Germany,1,1,FIFA World Cup qualification,Kyiv,Ukraine,False,Draw
24549,2001-11-11,Australia,France,1,1,Friendly,Melbourne,Australia,False,Draw
24557,2001-11-14,Czech Republic,Belgium,0,1,FIFA World Cup qualification,Prague,Czech Republic,False,Belgium
24559,2001-11-14,Germany,Ukraine,4,1,FIFA World Cup qualification,Dortmund,Germany,False,Germany
