,date,home_team,away_team,home_score,away_score,tournament,city,country,neutral,winner
28903,2006-11-15,France,Greece,1,0,Friendly,Saint-Denis,France,False,France
28910,2006-11-15,Italy,Turkey,1,1,Friendly,Bergamo,Italy,False,Draw
28919,2006-11-15,Netherlands,England,1,1,Friendly,Amsterdam,Netherlands,False,Draw
28920,2006-11-15,Portugal,Kazakhstan,3,0,UEFA Euro qualification,Coimbra,Portugal,False,Portugal
28923,2006-11-15,Spain,Romania,0,1,Friendly,Cádiz,Spain,False,Romania
29082,2007-02-06,Greece,South Korea,0,1,Friendly,London,England,True,South Korea
29088,2007-02-06,Portugal,Brazil,2,0,Friendly,London,England,True,Portugal
29092,2007-02-07,Belgium,Czech Republic,0,2,Friendly,Brussels,Belgium,False,Czech Republic
29098,2007-02-07,England,Spain,0,1,Friendly,Manchester,England,False,Spain
29099,2007-02-07,France,Argentina,0,1,Friendly,Saint-Denis,France,False,Argentina
29101,2007-02-07,Germany,Switzerland,3,1,Friendly,Düsseldorf,Germany,False,Germany
29108,2007-02-07,Netherlands,Russia,4,1,Friendly,Amsterdam,Netherlands,False,Netherlands
29156,2007-03-24,Czech Republic,Germany,1,2,UEFA Euro qualification,Prague,Czech Republic,False,Germany
29161,2007-03-24,Greece,Turkey,1,4,UEFA Euro qualification,Piraeus,Greece,False,Turkey
29165,2007-03-24,Israel,England,0,0,UEFA Euro qualification,Ramat-Gan,Israel,False,Draw
29170,2007-03-24,Lithuania,France,0,1,UEFA Euro qualification,Kaunas,Lithuania,False,France
29174,2007-03-24,Netherlands,Romania,0,0,UEFA Euro qualification,Rotterdam,Netherlands,False,Draw
29178,2007-03-24,Portugal,Belgium,4,0,UEFA Euro qualification,Lisbon,Portugal,False,Portugal
29180,2007-03-24,Scotland,Georgia,2,1,UEFA Euro qualification,Glasgow,Scotland,False,Scotland
29183,2007-03-24,Spain,Denmark,2,1,UEFA Euro qualification,Madrid,Spain,False,Spain
29209,2007-03-28,Andorra,England,0,3,UEFA Euro qualification,Barcelona,Spain,True,England
29215,2007-03-28,France,Austria,1,0,Friendly,Saint-Denis,France,False,France
29217,2007-03-28,Germany,Denmark,0,1,Friendly,Duisburg,Germany,False,Denmark
29221,2007-03-28,Italy,Scotland,2,0,UEFA Euro qualification,Bari,Italy,False,Italy
29223,2007-03-28,Malta,Greece,0,1,UEFA Euro qualification,Attard,Malta,False,Greece
29228,2007-03-28,Serbia,Portugal,1,1,UEFA Euro qualification,Belgrade,Serbia,False,Draw
29229,2007-03-28,Slovenia,Netherlands,0,1,UEFA Euro qualification,Celje,Slovenia,False,Netherlands
29231,2007-03-28,Spain,Iceland,1,0,UEFA Euro qualification,Palma de Mallorca,Spain,False,Spain
29276,2007-05-30,Austria,Scotland,0,1,Friendly,Vienna,Austria,False,Scotland
29278,2007-06-01,England,Brazil,1,1,Friendly,London,England,False,Draw
29288,2007-06-02,Belgium,Portugal,1,2,UEFA Euro qualification,Brussels,Belgium,False,Portugal
29295,2007-06-02,Faroe Islands,Italy,1,2,UEFA Euro qualification,Tórshavn,Faroe Islands,False,Italy
29297,2007-06-02,France,Ukraine,2,0,UEFA Euro qualification,Saint-Denis,France,False,France
29298,2007-06-02,Germany,San Marino,6,0,UEFA Euro qualification,Nuremberg,Germany,False,Germany
29299,2007-06-02,Greece,Hungary,2,0,UEFA Euro qualification,Heraklion,Greece,False,Greece
29303,2007-06-02,South Korea,Netherlands,0,2,Friendly,Seoul,South Korea,False,Netherlands
29304,2007-06-02,Latvia,Spain,0,2,UEFA Euro qualification,Riga,Latvia,False,Spain
29338,2007-06-05,Kuwait,Portugal,1,1,Friendly,Salmiya,Kuwait,False,Draw
29348,2007-06-06,Estonia,England,0,3,UEFA Euro qualification,Tallinn,Estonia,False,England
29349,2007-06-06,Faroe Islands,Scotland,0,2,UEFA Euro qualification,Toftir,Faroe Islands,False,Scotland
29350,2007-06-06,Finland,Belgium,2,0,UEFA Euro qualification,Helsinki,Finland,False,Finland
29351,2007-06-06,France,Georgia,1,0,UEFA Euro qualification,Auxerre,France,False,France
29352,2007-06-06,Germany,Slovakia,2,1,UEFA Euro qualification,Hamburg,Germany,False,Germany
29353,2007-06-06,Greece,Moldova,2,1,UEFA Euro qualification,Heraklion,Greece,False,Greece
29357,2007-06-06,Liechtenstein,Spain,0,2,UEFA Euro qualification,Vaduz,Liechtenstein,False,Spain
29358,2007-06-06,Lithuania,Italy,0,2,UEFA Euro qualification,Kaunas,Lithuania,False,Italy
29363,2007-06-06,Thailand,Netherlands,1,3,Friendly,Bangkok,Thailand,False,Netherlands
29561,2007-08-22,Armenia,Portugal,1,1,UEFA Euro qualification,Yerevan,Armenia,False,Draw
29565,2007-08-22,Belgium,Serbia,3,2,UEFA Euro qualification,Brussels,Belgium,False,Belgium
29573,2007-08-22,England,Germany,1,2,Friendly,London,England,False,Germany
29576,2007-08-22,Greece,Spain,2,3,Friendly,Salonica,Greece,False,Spain
29577,2007-08-22,Hungary,Italy,3,1,Friendly,Budapest,Hungary,False,Hungary
29596,2007-08-22,Scotland,South Africa,1,0,Friendly,Aberdeen,Scotland,False,Scotland
29597,2007-08-22,Slovakia,France,0,1,Friendly,Trnava,Slovakia,False,France
29600,2007-08-22,Switzerland,Netherlands,2,1,Friendly,Geneva,Switzerland,False,Switzerland
29647,2007-09-08,England,Israel,3,0,UEFA Euro qualification,London,England,False,England
29652,2007-09-08,Iceland,Spain,1,1,UEFA Euro qualification,Reykjavík,Iceland,False,Draw
29653,2007-09-08,Italy,France,0,0,UEFA Euro qualification,Milan,Italy,False,Draw
29661,2007-09-08,Netherlands,Bulgaria,2,0,UEFA Euro qualification,Amsterdam,Netherlands,False,Netherlands
29664,2007-09-08,Portugal,Poland,2,2,UEFA Euro qualification,Lisbon,Portugal,False,Draw
29668,2007-09-08,Scotland,Lithuania,3,1,UEFA Euro qualification,Glasgow,Scotland,False,Scotland
29676,2007-09-08,Wales,Germany,0,2,UEFA Euro qualification,Cardiff,Wales,False,Germany
29694,2007-09-12,Albania,Netherlands,0,1,UEFA Euro qualification,Tirana,Albania,False,Netherlands
29704,2007-09-12,England,Russia,3,0,UEFA Euro qualification,London,England,False,England
29706,2007-09-12,France,Scotland,0,1,UEFA Euro qualification,Paris,France,False,Scotland
29707,2007-09-12,Germany,Romania,3,1,Friendly,Cologne,Germany,False,Germany
29710,2007-09-12,Kazakhstan,Belgium,2,2,UEFA Euro qualification,Almaty,Kazakhstan,False,Draw
29716,2007-09-12,Norway,Greece,2,2,UEFA Euro qualification,Oslo,Norway,False,Draw
29718,2007-09-12,Portugal,Serbia,1,1,UEFA Euro qualification,Lisbon,Portugal,False,Draw
29723,2007-09-12,Spain,Latvia,2,0,UEFA Euro qualification,Oviedo,Spain,False,Spain
29725,2007-09-12,Ukraine,Italy,1,2,UEFA Euro qualification,Kyiv,Ukraine,False,Italy
29747,2007-10-13,Azerbaijan,Portugal,0,2,UEFA Euro qualification,Baku,Azerbaijan,False,Portugal
29749,2007-10-13,Belgium,Finland,0,0,UEFA Euro qualification,Brussels,Belgium,False,Draw
29752,2007-10-13,Denmark,Spain,1,3,UEFA Euro qualification,Aarhus,Denmark,False,Spain
29756,2007-10-13,England,Estonia,3,0,UEFA Euro qualification,London,England,False,England
29757,2007-10-13,Faroe Islands,France,0,6,UEFA Euro qualification,Tórshavn,Faroe Islands,False,France
29758,2007-10-13,Greece,Bosnia and Herzegovina,3,2,UEFA Euro qualification,Athens,Greece,False,Greece
29761,2007-10-13,Republic of Ireland,Germany,0,0,UEFA Euro qualification,Dublin,Republic of Ireland,False,Draw
29762,2007-10-13,Italy,Georgia,2,0,UEFA Euro qualification,Genoa,Italy,False,Italy
29768,2007-10-13,Romania,Netherlands,1,0,UEFA Euro qualification,Constanţa,Romania,False,Romania
29769,2007-10-13,Scotland,Ukraine,3,1,UEFA Euro qualification,Glasgow,Scotland,False,Scotland
29788,2007-10-17,Belgium,Armenia,3,0,UEFA Euro qualification,Brussels,Belgium,False,Belgium
29798,2007-10-17,Finland,Spain,0,0,Friendly,Helsinki,Finland,False,Draw
29799,2007-10-17,France,Lithuania,2,0,UEFA Euro qualification,Nantes,France,False,France
29800,2007-10-17,Georgia,Scotland,2,0,UEFA Euro qualification,Tbilisi,Georgia,False,Georgia
29801,2007-10-17,Germany,Czech Republic,0,3,UEFA Euro qualification,Munich,Germany,False,Czech Republic
29804,2007-10-17,Italy,South Africa,2,0,Friendly,Siena,Italy,False,Italy
29806,2007-10-17,Kazakhstan,Portugal,1,2,UEFA Euro qualification,Almaty,Kazakhstan,False,Portugal
29813,2007-10-17,Netherlands,Slovenia,2,0,UEFA Euro qualification,Eindhoven,Netherlands,False,Netherlands
29816,2007-10-17,Russia,England,2,1,UEFA Euro qualification,Moscow,Russia,False,Russia
29821,2007-10-17,Turkey,Greece,0,1,UEFA Euro qualification,Istanbul,Turkey,False,Greece
29855,2007-11-16,Austria,England,0,1,Friendly,Vienna,Austria,False,England
29857,2007-11-16,France,Morocco,2,2,Friendly,Saint-Denis,France,False,Draw
29871,2007-11-17,Germany,Cyprus,4,0,UEFA Euro qualification,Hanover,Germany,False,Germany
29872,2007-11-17,Greece,Malta,5,0,UEFA Euro qualification,Athens,Greece,False,Greece
29880,2007-11-17,Netherlands,Luxembourg,1,0,UEFA Euro qualification,Rotterdam,Netherlands,False,Netherlands
29884,2007-11-17,Poland,Belgium,2,0,UEFA Euro qualification,Chorzów,Poland,False,Poland
29885,2007-11-17,Portugal,Armenia,1,0,UEFA Euro qualification,Leiria,Portugal,False,Portugal
29886,2007-11-17,Scotland,Italy,1,2,UEFA Euro qualification,Glasgow,Scotland,False,Italy
29889,2007-11-17,Spain,Sweden,3,0,UEFA Euro qualification,Madrid,Spain,False,Spain
29912,2007-11-21,Azerbaijan,Belgium,0,1,UEFA Euro qualification,Baku,Azerbaijan,False,Belgium
29913,2007-11-21,Belarus,Netherlands,2,1,UEFA Euro qualification,Minsk,Belarus,False,Belarus
29919,2007-11-21,England,Croatia,2,3,UEFA Euro qualification,London,England,False,Croatia
29922,2007-11-21,Germany,Wales,0,0,UEFA Euro qualification,Frankfurt am Main,Germany,False,Draw
29924,2007-11-21,Hungary,Greece,1,2,UEFA Euro qualification,Budapest,Hungary,False,Greece
29926,2007-11-21,Italy,Faroe Islands,3,1,UEFA Euro qualification,Modena,Italy,False,Italy
29934,2007-11-21,Portugal,Finland,0,0,UEFA Euro qualification,Porto,Portugal,False,Draw
29940,2007-11-21,Spain,Northern Ireland,1,0,UEFA Euro qualification,Las Palmas,Spain,False,Spain
29944,2007-11-21,Ukraine,France,2,2,UEFA Euro qualification,Kyiv,Ukraine,False,Draw
30076,2008-02-06,Austria,Germany,0,3,Friendly,Vienna,Austria,False,Germany
30080,2008-02-06,Croatia,Netherlands,0,3,Friendly,Split,Croatia,False,Netherlands
30085,2008-02-06,England,Switzerland,2,1,Friendly,London,England,False,England
30087,2008-02-06,Greece,Finland,2,1,Friendly,Nicosia,Cyprus,True,Greece
30094,2008-02-06,Italy,Portugal,3,1,Friendly,Zürich,Switzerland,True,Italy
30108,2008-02-06,Spain,France,1,0,Friendly,Málaga,Spain,False,Spain
30158,2008-03-26,Austria,Netherlands,3,4,Friendly,Vienna,Austria,False,Netherlands
30163,2008-03-26,Belgium,Morocco,1,4,Friendly,Brussels,Belgium,False,Morocco
30174,2008-03-26,France,England,1,0,Friendly,Saint-Denis,France,False,France
30193,2008-03-26,Portugal,Greece,1,2,Friendly,Düsseldorf,Germany,True,Greece
30197,2008-03-26,Scotland,Croatia,1,1,Friendly,Glasgow,Scotland,False,Draw
30201,2008-03-26,Spain,Italy,1,0,Friendly,Elche,Spain,False,Spain
30205,2008-03-26,Switzerland,Germany,0,4,Friendly,Basel,Switzerland,False,Germany
30250,2008-05-19,Greece,Cyprus,2,0,Friendly,Patras,Greece,False,Greece
30266,2008-05-24,Hungary,Greece,3,2,Friendly,Budapest,Hungary,False,Hungary
30271,2008-05-24,Netherlands,Ukraine,3,0,Friendly,Rotterdam,Netherlands,False,Netherlands
30287,2008-05-27,France,Ecuador,2,0,Friendly,Grenoble,France,False,France
30288,2008-05-27,Germany,Belarus,2,2,Friendly,Kaiserslautern,Germany,False,Draw
30297,2008-05-28,England,United States,2,0,Friendly,London,England,False,England
30305,2008-05-29,Netherlands,Denmark,1,1,Friendly,Eindhoven,Netherlands,False,Draw
30307,2008-05-30,Czech Republic,Scotland,3,1,Friendly,Prague,Czech Republic,False,Czech Republic
30309,2008-05-30,Italy,Belgium,3,1,Friendly,Florence,Italy,False,Italy
30317,2008-05-31,France,Paraguay,0,0,Friendly,Toulouse,France,False,Draw
30318,2008-05-31,Germany,Serbia,2,1,Friendly,Gelsenkirchen,Germany,False,Germany
30324,2008-05-31,Portugal,Georgia,2,0,Friendly,Viseu,Portugal,False,Portugal
30328,2008-05-31,Spain,Peru,2,1,Friendly,Huelva,Spain,False,Spain
30333,2008-06-01,Armenia,Greece,0,0,Friendly,Offenbach am Main,Germany,True,Draw
30346,2008-06-01,Netherlands,Wales,2,0,Friendly,Rotterdam,Netherlands,False,Netherlands
30350,2008-06-01,Trinidad and Tobago,England,0,3,Friendly,Port of Spain,Trinidad and Tobago,False,England
30361,2008-06-03,France,Colombia,1,0,Friendly,Saint-Denis,France,False,France
30372,2008-06-04,Spain,United States,1,0,Friendly,Santander,Spain,False,Spain
30399,2008-06-07,Portugal,Turkey,2,0,UEFA Euro,Geneva,Switzerland,True,Portugal
30415,2008-06-08,Germany,Poland,2,0,UEFA Euro,Klagenfurt,Austria,True,Germany
30429,2008-06-09,Netherlands,Italy,3,0,UEFA Euro,Berne,Switzerland,True,Netherlands
30430,2008-06-09,Romania,France,0,0,UEFA Euro,Zürich,Switzerland,True,Draw
30431,2008-06-10,Greece,Sweden,0,2,UEFA Euro,Salzburg,Austria,True,Sweden
30433,2008-06-10,Spain,Russia,4,1,UEFA Euro,Innsbruck,Austria,True,Spain
30434,2008-06-11,Czech Republic,Portugal,1,3,UEFA Euro,Geneva,Switzerland,True,Portugal
30440,2008-06-12,Croatia,Germany,2,1,UEFA Euro,Klagenfurt,Austria,True,Croatia
30442,2008-06-13,Italy,Romania,1,1,UEFA Euro,Zürich,Switzerland,True,Draw
30444,2008-06-13,Netherlands,France,4,1,UEFA Euro,Berne,Switzerland,True,Netherlands
30451,2008-06-14,Greece,Russia,0,1,UEFA Euro,Salzburg,Austria,True,Russia
30470,2008-06-14,Sweden,Spain,1,2,UEFA Euro,Innsbruck,Austria,True,Spain
30494,2008-06-15,Switzerland,Portugal,2,0,UEFA Euro,Basel,Switzerland,False,Switzerland
30498,2008-06-16,Austria,Germany,0,1,UEFA Euro,Vienna,Austria,False,Germany
30501,2008-06-17,France,Italy,0,2,UEFA Euro,Zürich,Switzerland,True,Italy
30502,2008-06-17,Netherlands,Romania,2,0,UEFA Euro,Berne,Switzerland,True,Netherlands
30506,2008-06-18,Greece,Spain,1,2,UEFA Euro,Salzburg,Austria,True,Spain
30510,2008-06-19,Portugal,Germany,2,3,UEFA Euro,Basel,Switzerland,True,Germany
30521,2008-06-21,Netherlands,Russia,1,3,UEFA Euro,Basel,Switzerland,True,Russia
30555,2008-06-22,Spain,Italy,0,0,UEFA Euro,Vienna,Austria,True,Draw
30559,2008-06-25,Germany,Turkey,3,2,UEFA Euro,Basel,Switzerland,True,Germany
30560,2008-06-26,Russia,Spain,0,3,UEFA Euro,Vienna,Austria,True,Spain
30562,2008-06-29,Germany,Spain,0,1,UEFA Euro,Vienna,Austria,True,Spain
30647,2008-08-20,Denmark,Spain,0,3,Friendly,Copenhagen,Denmark,False,Spain
30648,2008-08-20,England,Czech Republic,2,2,Friendly,London,England,False,Draw
30651,2008-08-20,Germany,Belgium,2,0,Friendly,Nuremberg,Germany,False,Germany
30657,2008-08-20,Italy,Austria,2,2,Friendly,Nice,France,True,Draw
30668,2008-08-20,Portugal,Faroe Islands,5,0,Friendly,Aveiro,Portugal,False,Portugal
30671,2008-08-20,Russia,Netherlands,1,1,Friendly,Moscow,Russia,False,Draw
30673,2008-08-20,Scotland,Northern Ireland,0,0,Friendly,Glasgow,Scotland,False,Draw
30674,2008-08-20,Slovakia,Greece,0,2,Friendly,Bratislava,Slovakia,False,Greece
30677,2008-08-20,Sweden,France,2,3,Friendly,Gothenburg,Sweden,False,France
30709,2008-09-06,Andorra,England,0,2,FIFA World Cup qualification,Barcelona,Spain,True,England
30712,2008-09-06,Austria,France,3,1,FIFA World Cup qualification,Vienna,Austria,False,Austria
30714,2008-09-06,Belgium,Estonia,3,2,FIFA World Cup qualification,Liège,Belgium,False,Belgium
30720,2008-09-06,Cyprus,Italy,1,2,FIFA World Cup qualification,Larnaca,Cyprus,False,Italy
30728,2008-09-06,Liechtenstein,Germany,0,6,FIFA World Cup qualification,Vaduz,Liechtenstein,False,Germany
30729,2008-09-06,Luxembourg,Greece,0,3,FIFA World Cup qualification,Luxembourg,Luxembourg,False,Greece
30730,2008-09-06,North Macedonia,Scotland,1,0,FIFA World Cup qualification,Skopje,North Macedonia,False,North Macedonia
30731,2008-09-06,Malta,Portugal,0,4,FIFA World Cup qualification,Attard,Malta,False,Portugal
30737,2008-09-06,Netherlands,Australia,1,2,Friendly,Eindhoven,Netherlands,False,Australia
30751,2008-09-06,Spain,Bosnia and Herzegovina,1,0,FIFA World Cup qualification,Murcia,Spain,False,Spain
30775,2008-09-10,Croatia,England,1,4,FIFA World Cup qualification,Zagreb,Croatia,False,England
30777,2008-09-10,Finland,Germany,3,3,FIFA World Cup qualification,Helsinki,Finland,False,Draw
30778,2008-09-10,France,Serbia,2,1,FIFA World Cup qualification,Saint-Denis,France,False,France
30782,2008-09-10,Iceland,Scotland,1,2,FIFA World Cup qualification,Reykjavík,Iceland,False,Scotland
30783,2008-09-10,Italy,Georgia,2,0,FIFA World Cup qualification,Udine,Italy,False,Italy
30786,2008-09-10,Latvia,Greece,0,2,FIFA World Cup qualification,Riga,Latvia,False,Greece
30788,2008-09-10,North Macedonia,Netherlands,1,2,FIFA World Cup qualification,Skopje,North Macedonia,False,Netherlands
30796,2008-09-10,Portugal,Denmark,2,3,FIFA World Cup qualification,Lisbon,Portugal,False,Denmark
30801,2008-09-10,Spain,Armenia,4,0,FIFA World Cup qualification,Albacete,Spain,False,Spain
30805,2008-09-10,Turkey,Belgium,1,1,FIFA World Cup qualification,Istanbul,Turkey,False,Draw
30837,2008-10-11,Belgium,Armenia,2,0,FIFA World Cup qualification,Brussels,Belgium,False,Belgium
30840,2008-10-11,Bulgaria,Italy,0,0,FIFA World Cup qualification,Sofia,Bulgaria,False,Draw
30844,2008-10-11,England,Kazakhstan,5,1,FIFA World Cup qualification,London,England,False,England
30846,2008-10-11,Estonia,Spain,0,3,FIFA World Cup qualification,Tallinn,Estonia,False,Spain
30851,2008-10-11,Germany,Russia,2,1,FIFA World Cup qualification,Dortmund,Germany,False,Germany
30853,2008-10-11,Greece,Moldova,3,0,FIFA World Cup qualification,Athens,Greece,False,Greece
30869,2008-10-11,Netherlands,Iceland,2,0,FIFA World Cup qualification,Rotterdam,Netherlands,False,Netherlands
30872,2008-10-11,Romania,France,2,2,FIFA World Cup qualification,Constanţa,Romania,False,Draw
30874,2008-10-11,Scotland,Norway,0,0,FIFA World Cup qualification,Glasgow,Scotland,False,Draw
30880,2008-10-11,Sweden,Portugal,0,0,FIFA World Cup qualification,Solna,Sweden,False,Draw
30899,2008-10-14,France,Tunisia,3,1,Friendly,Saint-Denis,France,False,France
30904,2008-10-15,Belarus,England,1,3,FIFA World Cup qualification,Minsk,Belarus,False,England
30905,2008-10-15,Belgium,Spain,1,2,FIFA World Cup qualification,Brussels,Belgium,False,Spain
30917,2008-10-15,Germany,Wales,1,0,FIFA World Cup qualification,Mönchengladbach,Germany,False,Germany
30918,2008-10-15,Greece,Switzerland,1,2,FIFA World Cup qualification,Athens,Greece,False,Switzerland
30924,2008-10-15,Italy,Montenegro,2,1,FIFA World Cup qualification,Lecce,Italy,False,Italy
30934,2008-10-15,Norway,Netherlands,0,1,FIFA World Cup qualification,Oslo,Norway,False,Netherlands
30936,2008-10-15,Portugal,Albania,0,0,FIFA World Cup qualification,Braga,Portugal,False,Draw
30991,2008-11-19,Brazil,Portugal,6,2,Friendly,Gama,Brazil,False,Brazil
30998,2008-11-19,France,Uruguay,0,0,Friendly,Saint-Denis,France,False,Draw
30999,2008-11-19,Germany,England,1,2,Friendly,Berlin,Germany,False,England
31001,2008-11-19,Greece,Italy,1,1,Friendly,Piraeus,Greece,False,Draw
31006,2008-11-19,Luxembourg,Belgium,1,1,Friendly,Luxembourg,Luxembourg,False,Draw
31012,2008-11-19,Netherlands,Sweden,3,1,Friendly,Amsterdam,Netherlands,False,Netherlands
31019,2008-11-19,Scotland,Argentina,0,1,Friendly,Glasgow,Scotland,False,Argentina
31024,2008-11-19,Spain,Chile,3,0,Friendly,Vila-real,Spain,False,Spain
31174,2009-02-10,Brazil,Italy,2,0,Friendly,London,England,True,Brazil
31181,2009-02-11,Belgium,Slovenia,2,0,Friendly,Genk,Belgium,False,Belgium
31190,2009-02-11,France,Argentina,0,2,Friendly,Marseille,France,False,Argentina
31191,2009-02-11,Germany,Norway,0,1,Friendly,Düsseldorf,Germany,False,Norway
31192,2009-02-11,Greece,Denmark,1,1,Friendly,Piraeus,Greece,False,Draw
31208,2009-02-11,Portugal,Finland,1,0,Friendly,Faro,Portugal,False,Portugal
31213,2009-02-11,Spain,England,2,0,Friendly,Seville,Spain,False,Spain
31216,2009-02-11,Tunisia,Netherlands,1,1,Friendly,Radès,Tunisia,False,Draw
31248,2009-03-28,Belgium,Bosnia and Herzegovina,2,4,FIFA World Cup qualification,Genk,Belgium,False,Bosnia and Herzegovina
31254,2009-03-28,England,Slovakia,4,0,Friendly,London,England,False,England
31255,2009-03-28,Germany,Liechtenstein,4,0,FIFA World Cup qualification,Leipzig,Germany,False,Germany
31258,2009-03-28,Israel,Greece,1,1,FIFA World Cup qualification,Ramat-Gan,Israel,False,Draw
31263,2009-03-28,Lithuania,France,0,1,FIFA World Cup qualification,Kaunas,Lithuania,False,France
31268,2009-03-28,Montenegro,Italy,0,2,FIFA World Cup qualification,Podgorica,Montenegro,False,Italy
31271,2009-03-28,Netherlands,Scotland,3,0,FIFA World Cup qualification,Amsterdam,Netherlands,False,Netherlands
31274,2009-03-28,Portugal,Sweden,0,0,FIFA World Cup qualification,Porto,Portugal,False,Draw
31280,2009-03-28,Spain,Turkey,1,0,FIFA World Cup qualification,Madrid,Spain,False,Spain
31295,2009-03-31,Portugal,South Africa,2,0,Friendly,Lausanne,Switzerland,True,Portugal
31301,2009-04-01,Bosnia and Herzegovina,Belgium,2,1,FIFA World Cup qualification,Zenica,Bosnia and Herzegovina,False,Bosnia and Herzegovina
31306,2009-04-01,England,Ukraine,2,1,FIFA World Cup qualification,London,England,False,England
31308,2009-04-01,France,Lithuania,1,0,FIFA World Cup qualification,Saint-Denis,France,False,France
31310,2009-04-01,Greece,Israel,2,1,FIFA World Cup qualification,Heraklion,Greece,False,Greece
31314,2009-04-01,Italy,Republic of Ireland,1,1,FIFA World Cup qualification,Bari,Italy,False,Draw
31321,2009-04-01,Netherlands,North Macedonia,4,0,FIFA World Cup qualification,Amsterdam,Netherlands,False,Netherlands
31326,2009-04-01,Scotland,Iceland,2,1,FIFA World Cup qualification,Glasgow,Scotland,False,Scotland
31329,2009-04-01,Turkey,Spain,1,2,FIFA World Cup qualification,Istanbul,Turkey,False,Spain
31331,2009-04-01,Wales,Germany,0,2,FIFA World Cup qualification,Cardiff,Wales,False,Germany
31367,2009-05-29,Belgium,Chile,1,1,Kirin Cup,Chiba,Japan,True,Draw
31368,2009-05-29,China PR,Germany,1,1,Friendly,Shanghai,China PR,False,Draw
31376,2009-05-31,Japan,Belgium,4,0,Kirin Cup,Tokyo,Japan,False,Japan
31382,2009-06-02,France,Nigeria,0,1,Friendly,Saint-Étienne,France,False,Nigeria
31384,2009-06-02,United Arab Emirates,Germany,2,7,Friendly,Dubai,United Arab Emirates,False,Germany
31392,2009-06-05,France,Turkey,1,0,Friendly,Lyon,France,False,France
31393,2009-06-06,Albania,Portugal,1,2,FIFA World Cup qualification,Tirana,Albania,False,Portugal
31407,2009-06-06,Iceland,Netherlands,1,2,FIFA World Cup qualification,Reykjavík,Iceland,False,Netherlands
31408,2009-06-06,Italy,Northern Ireland,3,0,Friendly,Pisa,Italy,False,Italy
31409,2009-06-06,Kazakhstan,England,0,4,FIFA World Cup qualification,Almaty,Kazakhstan,False,England
31433,2009-06-09,Azerbaijan,Spain,0,6,Friendly,Baku,Azerbaijan,False,Spain
31443,2009-06-10,England,Andorra,6,0,FIFA World Cup qualification,London,England,False,England
31444,2009-06-10,Estonia,Portugal,0,0,Friendly,Tallinn,Estonia,False,Draw
31449,2009-06-10,Italy,New Zealand,4,3,Friendly,Atteridgeville,South Africa,True,Italy
31454,2009-06-10,Netherlands,Norway,2,0,FIFA World Cup qualification,Rotterdam,Netherlands,False,Netherlands
31462,2009-06-14,New Zealand,Spain,0,5,Confederations Cup,Rustenburg,South Africa,True,Spain
31465,2009-06-15,United States,Italy,1,3,Confederations Cup,Pretoria,South Africa,True,Italy
31471,2009-06-17,Spain,Iraq,1,0,Confederations Cup,Bloemfontein,South Africa,True,Spain
31472,2009-06-18,Egypt,Italy,1,0,Confederations Cup,Johannesburg,South Africa,True,Egypt
31480,2009-06-20,South Africa,Spain,0,2,Confederations Cup,Bloemfontein,South Africa,False,Spain
31485,2009-06-21,Italy,Brazil,0,3,Confederations Cup,Pretoria,South Africa,True,Brazil
31493,2009-06-24,Spain,United States,0,2,Confederations Cup,Bloemfontein,South Africa,True,United States
31508,2009-06-28,South Africa,Spain,2,3,Confederations Cup,Rustenburg,South Africa,False,Spain
31585,2009-08-12,Azerbaijan,Germany,0,2,FIFA World Cup qualification,Baku,Azerbaijan,False,Germany
31591,2009-08-12,Czech Republic,Belgium,3,1,Friendly,Teplice,Czech Republic,False,Czech Republic
31596,2009-08-12,Faroe Islands,France,0,1,FIFA World Cup qualification,Tórshavn,Faroe Islands,False,France
31603,2009-08-12,Liechtenstein,Portugal,0,3,Friendly,Vaduz,Liechtenstein,False,Portugal
31605,2009-08-12,North Macedonia,Spain,2,3,Friendly,Skopje,North Macedonia,False,Spain
31613,2009-08-12,Netherlands,England,2,2,Friendly,Amsterdam,Netherlands,False,Draw
31615,2009-08-12,Norway,Scotland,4,0,FIFA World Cup qualification,Oslo,Norway,False,Norway
31617,2009-08-12,Poland,Greece,2,0,Friendly,Bydgoszcz,Poland,False,Poland
31624,2009-08-12,Switzerland,Italy,0,0,Friendly,Basel,Switzerland,False,Draw
31662,2009-09-05,Denmark,Portugal,1,1,FIFA World Cup qualification,Copenhagen,Denmark,False,Draw
31663,2009-09-05,England,Slovenia,2,1,Friendly,London,England,False,England
31664,2009-09-05,France,Romania,1,1,FIFA World Cup qualification,Saint-Denis,France,False,Draw
31666,2009-09-05,Georgia,Italy,0,2,FIFA World Cup qualification,Tbilisi,Georgia,False,Italy
31667,2009-09-05,Germany,South Africa,2,0,Friendly,Leverkusen,Germany,False,Germany
31678,2009-09-05,Netherlands,Japan,3,0,Friendly,Enschede,Netherlands,False,Netherlands
31684,2009-09-05,Scotland,North Macedonia,2,0,FIFA World Cup qualification,Glasgow,Scotland,False,Scotland
31686,2009-09-05,Spain,Belgium,5,0,FIFA World Cup qualification,La Coruña,Spain,False,Spain
31688,2009-09-05,Switzerland,Greece,2,0,FIFA World Cup qualification,Basel,Switzerland,False,Switzerland
31703,2009-09-09,Armenia,Belgium,2,1,FIFA World Cup qualification,Yerevan,Armenia,False,Armenia
