,date,home_team,away_team,home_score,away_score,tournament,neutral,winner,GD,home_team_curr_form,away_team_curr_form,home_team_home_form,home_rank,away_rank,rank_diff
1356,2012-09-07,Netherlands,Turkey,2,0,FIFA World Cup qualification,False,Netherlands,2,3,4,9,8,40,32
1357,2012-09-07,Spain,Saudi Arabia,5,0,Friendly,False,Spain,5,15,0,13,1,126,125
1358,2012-09-07,Wales,Belgium,0,2,FIFA World Cup qualification,False,Belgium,2,3,8,3,82,21,61
1359,2012-09-08,Scotland,Serbia,0,0,FIFA World Cup qualification,False,Draw,0,8,2,11,72,38,34
1360,2012-09-11,Austria,Germany,1,2,FIFA World Cup qualification,False,Germany,1,0,9,0,70,2,68
1361,2012-09-11,Belgium,Croatia,1,1,FIFA World Cup qualification,False,Draw,0,8,3,11,21,10,11
1362,2012-09-11,England,Ukraine,1,1,FIFA World Cup qualification,False,Draw,0,10,2,7,6,47,41
1363,2012-09-11,France,Belarus,3,1,FIFA World Cup qualification,False,France,2,7,4,11,17,65,48
1364,2012-09-11,Georgia,Spain,0,1,FIFA World Cup qualification,False,Spain,1,1,15,3,73,1,72
1365,2012-09-11,Greece,Lithuania,2,0,FIFA World Cup qualification,False,Greece,2,12,1,8,11,116,105
1366,2012-09-11,Hungary,Netherlands,1,4,FIFA World Cup qualification,False,Netherlands,3,0,6,3,32,8,24
1367,2012-09-11,Italy,Malta,2,0,FIFA World Cup qualification,False,Italy,2,7,0,7,4,146,142
1368,2012-09-11,Portugal,Azerbaijan,3,0,FIFA World Cup qualification,False,Portugal,3,12,1,9,7,118,111
1369,2012-09-11,Scotland,North Macedonia,1,1,FIFA World Cup qualification,False,Draw,0,6,2,9,72,81,9
1370,2012-10-12,Armenia,Italy,1,3,FIFA World Cup qualification,False,Italy,2,3,7,4,75,4,71
1371,2012-10-12,Belarus,Spain,0,4,FIFA World Cup qualification,False,Spain,4,4,15,4,65,1,64
1372,2012-10-12,England,San Marino,5,0,FIFA World Cup qualification,False,England,5,10,0,10,6,207,201
1373,2012-10-12,France,Japan,0,1,Friendly,False,Japan,1,7,6,8,17,22,5
1374,2012-10-12,Greece,Bosnia and Herzegovina,0,0,FIFA World Cup qualification,False,Draw,0,10,4,8,11,27,16
1375,2012-10-12,Republic of Ireland,Germany,1,6,FIFA World Cup qualification,False,Germany,5,6,9,5,42,2,40
1376,2012-10-12,Netherlands,Andorra,3,0,FIFA World Cup qualification,False,Netherlands,3,9,0,9,8,204,196
1377,2012-10-12,Russia,Portugal,1,0,FIFA World Cup qualification,False,Russia,1,7,9,4,9,7,2
1378,2012-10-12,Serbia,Belgium,0,3,FIFA World Cup qualification,False,Belgium,3,2,10,3,38,21,17
1379,2012-10-12,Wales,Scotland,2,1,FIFA World Cup qualification,False,Wales,1,3,5,6,82,72,10
1380,2012-10-16,Belgium,Scotland,2,0,FIFA World Cup qualification,False,Belgium,2,13,5,11,21,72,51
1381,2012-10-16,Germany,Sweden,4,4,FIFA World Cup qualification,False,Draw,0,10,7,7,2,20,18
1382,2012-10-16,Italy,Denmark,3,1,FIFA World Cup qualification,False,Italy,2,10,6,10,4,23,19
1383,2012-10-16,Portugal,Northern Ireland,1,1,FIFA World Cup qualification,False,Draw,0,10,2,10,7,96,89
1384,2012-10-16,Romania,Netherlands,1,4,FIFA World Cup qualification,False,Netherlands,3,5,12,6,33,8,25
1385,2012-10-16,Slovakia,Greece,0,1,FIFA World Cup qualification,False,Greece,1,3,13,3,47,11,36
1386,2012-10-16,Spain,France,1,1,FIFA World Cup qualification,False,Draw,0,13,8,13,1,17,16
1387,2012-10-17,Poland,England,1,1,FIFA World Cup qualification,False,Draw,0,4,11,4,55,6,49
1388,2012-11-14,Gabon,Portugal,2,2,Friendly,False,Draw,0,1,8,1,42,7,35
1389,2012-11-14,Republic of Ireland,Greece,0,1,Friendly,False,Greece,1,3,13,4,42,11,31
1390,2012-11-14,Italy,France,1,2,Friendly,False,France,1,10,10,10,4,17,13
1391,2012-11-14,Luxembourg,Scotland,1,2,Friendly,False,Scotland,1,0,5,1,148,72,76
1392,2012-11-14,Netherlands,Germany,0,0,Friendly,False,Draw,0,13,11,7,8,2,6
1393,2012-11-14,Panama,Spain,1,5,Friendly,False,Spain,4,0,13,0,51,1,50
1394,2012-11-14,Romania,Belgium,2,1,Friendly,False,Romania,1,7,10,6,33,21,12
1395,2012-11-14,Sweden,England,4,2,Friendly,False,Sweden,2,7,8,10,20,6,14
1396,2013-02-06,Belgium,Slovakia,2,1,Friendly,False,Belgium,1,10,3,11,11,60,49
1397,2013-02-06,England,Brazil,2,1,Friendly,False,England,1,8,4,10,13,10,3
1398,2013-02-06,France,Germany,1,2,Friendly,False,Germany,1,7,11,5,20,2,18
1399,2013-02-06,Greece,Switzerland,0,0,Friendly,False,Draw,0,11,6,8,12,8,4
1400,2013-02-06,Netherlands,Italy,1,1,Friendly,False,Draw,0,11,10,8,9,7,2
1401,2013-02-06,Portugal,Ecuador,2,3,Friendly,False,Ecuador,1,5,4,7,5,23,18
1402,2013-02-06,Scotland,Estonia,1,0,Friendly,False,Scotland,1,7,3,11,34,94,60
1403,2013-02-06,Spain,Uruguay,3,1,Friendly,True,Spain,2,13,5,13,1,6,5
1404,2013-03-21,Italy,Brazil,2,2,Friendly,True,Draw,0,8,5,10,7,10,3
1405,2013-03-22,Bosnia and Herzegovina,Greece,3,1,FIFA World Cup qualification,False,Bosnia and Herzegovina,2,6,8,5,19,12,7
1406,2013-03-22,France,Georgia,3,1,FIFA World Cup qualification,False,France,2,7,1,7,20,101,81
1407,2013-03-22,Israel,Portugal,3,3,FIFA World Cup qualification,False,Draw,0,1,3,4,63,5,58
1408,2013-03-22,Kazakhstan,Germany,0,3,FIFA World Cup qualification,False,Germany,3,0,11,0,128,2,126
1409,2013-03-22,North Macedonia,Belgium,0,2,FIFA World Cup qualification,False,Belgium,2,2,12,3,83,11,72
1410,2013-03-22,Netherlands,Estonia,3,0,FIFA World Cup qualification,False,Netherlands,3,11,0,11,9,94,85
1411,2013-03-22,San Marino,England,0,8,FIFA World Cup qualification,False,England,8,0,10,0,207,13,194
1412,2013-03-22,Scotland,Wales,1,2,FIFA World Cup qualification,False,Wales,1,6,6,8,34,56,22
1413,2013-03-22,Spain,Finland,1,1,FIFA World Cup qualification,False,Draw,0,11,2,11,1,64,63
1414,2013-03-26,Azerbaijan,Portugal,0,2,FIFA World Cup qualification,False,Portugal,2,1,6,1,94,5,89
1415,2013-03-26,Belgium,North Macedonia,1,0,FIFA World Cup qualification,False,Belgium,1,12,2,13,11,83,72
1416,2013-03-26,France,Spain,0,1,FIFA World Cup qualification,False,Spain,1,7,11,6,20,1,19
1417,2013-03-26,Germany,Kazakhstan,4,1,FIFA World Cup qualification,False,Germany,3,11,0,7,2,128,126
1418,2013-03-26,Malta,Italy,0,2,FIFA World Cup qualification,False,Italy,2,0,8,0,132,7,125
1419,2013-03-26,Montenegro,England,1,1,FIFA World Cup qualification,False,Draw,0,4,8,2,52,13,39
1420,2013-03-26,Netherlands,Romania,4,0,FIFA World Cup qualification,False,Netherlands,4,11,6,11,9,32,23
1421,2013-03-26,Serbia,Scotland,2,0,FIFA World Cup qualification,False,Serbia,2,4,6,5,30,34,4
1422,2013-05-29,Ecuador,Germany,2,4,Friendly,True,Germany,2,4,13,2,23,2,21
1423,2013-05-29,England,Republic of Ireland,1,1,Friendly,False,Draw,0,8,1,11,13,67,54
1424,2013-05-29,United States,Belgium,2,4,Friendly,False,Belgium,2,6,12,3,14,11,3
1425,2013-05-31,Italy,San Marino,4,0,Friendly,False,Italy,4,8,0,10,7,207,200
1426,2013-06-02,Brazil,England,2,2,Friendly,False,Draw,0,3,9,11,10,13,3
1427,2013-06-02,United States,Germany,4,3,Friendly,False,United States,1,9,12,6,14,2,12
1428,2013-06-05,Uruguay,France,1,0,Friendly,False,Uruguay,1,8,6,5,6,20,14
1429,2013-06-07,Belgium,Serbia,2,1,FIFA World Cup qualification,False,Belgium,1,15,4,13,11,30,19
1430,2013-06-07,Croatia,Scotland,0,1,FIFA World Cup qualification,False,Scotland,1,2,9,4,16,34,18
1431,2013-06-07,Czech Republic,Italy,0,0,FIFA World Cup qualification,False,Draw,0,5,9,7,28,7,21
1432,2013-06-07,Indonesia,Netherlands,0,3,Friendly,False,Netherlands,3,0,11,0,161,9,152
1433,2013-06-07,Lithuania,Greece,0,1,FIFA World Cup qualification,False,Greece,1,0,10,1,102,12,90
1434,2013-06-07,Portugal,Russia,1,0,FIFA World Cup qualification,False,Portugal,1,8,7,10,5,22,17
1435,2013-06-08,Haiti,Spain,1,2,Friendly,True,Spain,1,0,13,0,79,1,78
1436,2013-06-09,Brazil,France,3,0,Friendly,False,Brazil,3,5,3,11,10,20,10
1437,2013-06-10,Croatia,Portugal,0,1,Friendly,True,Portugal,1,2,10,1,16,5,11
1438,2013-06-11,China PR,Netherlands,0,2,Friendly,False,Netherlands,2,4,13,1,92,9,83
1439,2013-06-11,Italy,Haiti,2,2,Friendly,True,Draw,0,9,1,8,7,79,72
1440,2013-06-11,Spain,Republic of Ireland,2,0,Friendly,True,Spain,2,13,1,11,1,67,66
1441,2013-06-16,Mexico,Italy,1,2,Confederations Cup,True,Italy,1,7,11,3,21,7,14
1442,2013-06-16,Spain,Uruguay,2,1,Confederations Cup,True,Spain,1,13,7,11,1,6,5
1443,2013-06-19,Italy,Japan,4,3,Confederations Cup,True,Italy,1,11,6,8,7,47,40
1444,2013-06-20,Spain,Tahiti,10,0,Confederations Cup,True,Spain,10,15,0,13,1,143,142
1445,2013-06-22,Brazil,Italy,4,2,Confederations Cup,False,Brazil,2,8,8,11,10,7,3
1446,2013-06-23,Nigeria,Spain,0,3,Confederations Cup,True,Spain,3,7,15,1,37,1,36
1447,2013-06-27,Spain,Italy,0,0,Confederations Cup,True,Spain,0,15,7,13,1,7,6
1448,2013-06-30,Brazil,Spain,3,0,Confederations Cup,False,Brazil,3,11,12,11,10,1,9
1449,2013-06-30,Uruguay,Italy,2,2,Confederations Cup,True,Italy,0,4,9,4,6,7,1
1450,2013-08-14,Austria,Greece,0,2,Friendly,False,Greece,2,0,10,0,46,12,34
1451,2013-08-14,Belgium,France,0,0,Friendly,False,Draw,0,13,4,13,11,20,9
1452,2013-08-14,Ecuador,Spain,0,2,Friendly,False,Spain,2,4,12,2,23,1,22
1453,2013-08-14,England,Scotland,3,2,Friendly,False,England,1,9,6,11,13,34,21
1454,2013-08-14,Germany,Paraguay,3,3,Friendly,False,Draw,0,10,6,8,2,51,49
1455,2013-08-14,Italy,Argentina,1,2,Friendly,False,Argentina,1,6,12,8,7,3,4
1456,2013-08-14,Portugal,Netherlands,1,1,Friendly,False,Draw,0,11,13,8,5,9,4
1457,2013-09-06,England,Moldova,4,0,FIFA World Cup qualification,False,England,4,9,1,13,13,96,83
1458,2013-09-06,Estonia,Netherlands,2,2,FIFA World Cup qualification,False,Draw,0,1,11,5,94,9,85
1459,2013-09-06,Finland,Spain,0,2,FIFA World Cup qualification,False,Spain,2,1,12,4,64,1,63
1460,2013-09-06,Georgia,France,0,0,FIFA World Cup qualification,False,Draw,0,2,2,4,101,20,81
1461,2013-09-06,Germany,Austria,3,0,FIFA World Cup qualification,False,Germany,3,10,0,11,2,46,44
1462,2013-09-06,Italy,Bulgaria,1,0,FIFA World Cup qualification,False,Italy,1,6,4,10,7,74,67
1463,2013-09-06,Liechtenstein,Greece,0,1,FIFA World Cup qualification,False,Greece,1,0,10,0,154,12,142
1464,2013-09-06,Northern Ireland,Portugal,2,4,FIFA World Cup qualification,False,Portugal,2,1,13,8,89,5,84
1465,2013-09-06,Scotland,Belgium,0,2,FIFA World Cup qualification,False,Belgium,2,3,13,5,34,11,23
1466,2013-09-10,Andorra,Netherlands,0,2,FIFA World Cup qualification,False,Netherlands,2,0,11,0,198,9,189
1467,2013-09-10,Belarus,France,2,4,FIFA World Cup qualification,False,France,2,4,5,4,81,20,61
1468,2013-09-10,Brazil,Portugal,3,1,Friendly,True,Brazil,2,13,10,13,10,5,5
1469,2013-09-10,Faroe Islands,Germany,0,3,FIFA World Cup qualification,False,Germany,3,0,10,0,170,2,168
1470,2013-09-10,Greece,Latvia,1,0,FIFA World Cup qualification,False,Greece,1,12,1,11,12,116,104
1471,2013-09-10,Italy,Czech Republic,2,1,FIFA World Cup qualification,False,Italy,1,9,4,10,7,28,21
1472,2013-09-10,North Macedonia,Scotland,1,2,FIFA World Cup qualification,False,Scotland,1,2,6,3,83,34,49
1473,2013-09-10,Spain,Chile,2,2,Friendly,True,Draw,0,10,3,13,1,15,14
1474,2013-09-10,Ukraine,England,0,0,FIFA World Cup qualification,False,Draw,0,3,9,2,18,13,5
1475,2013-10-11,Croatia,Belgium,1,2,FIFA World Cup qualification,False,Belgium,1,1,13,1,16,11,5
1476,2013-10-11,Denmark,Italy,2,2,FIFA World Cup qualification,False,Draw,0,4,10,4,25,7,18
1477,2013-10-11,England,Montenegro,4,1,FIFA World Cup qualification,False,England,3,11,4,13,13,52,39
1478,2013-10-11,France,Australia,6,0,Friendly,False,France,6,8,4,6,20,58,38
1479,2013-10-11,Germany,Republic of Ireland,3,0,FIFA World Cup qualification,False,Germany,3,10,1,11,2,67,65
1480,2013-10-11,Greece,Slovakia,1,0,FIFA World Cup qualification,False,Greece,1,15,0,11,12,60,48
1481,2013-10-11,Netherlands,Hungary,8,1,FIFA World Cup qualification,False,Netherlands,7,11,0,11,9,44,35
1482,2013-10-11,Portugal,Israel,1,1,FIFA World Cup qualification,False,Draw,0,8,2,6,5,63,58
1483,2013-10-11,Spain,Belarus,2,1,FIFA World Cup qualification,False,Spain,1,10,1,13,1,81,80
1484,2013-10-15,Belgium,Wales,1,1,FIFA World Cup qualification,False,Draw,0,11,7,11,11,56,45
1485,2013-10-15,England,Poland,2,0,FIFA World Cup qualification,False,England,2,13,3,13,13,76,63
1486,2013-10-15,France,Finland,3,0,FIFA World Cup qualification,False,France,3,11,1,9,20,64,44
1487,2013-10-15,Greece,Liechtenstein,2,0,FIFA World Cup qualification,False,Greece,2,15,0,11,12,154,142
1488,2013-10-15,Italy,Armenia,2,2,FIFA World Cup qualification,False,Draw,0,8,4,10,7,35,28
1489,2013-10-15,Portugal,Luxembourg,3,0,FIFA World Cup qualification,False,Portugal,3,8,0,8,5,123,118
1490,2013-10-15,Scotland,Croatia,2,0,FIFA World Cup qualification,False,Scotland,2,9,1,7,34,16,18
1491,2013-10-15,Spain,Georgia,2,0,FIFA World Cup qualification,False,Spain,2,13,1,13,1,101,100
1492,2013-10-15,Sweden,Germany,3,5,FIFA World Cup qualification,False,Germany,2,7,13,9,27,2,25
1493,2013-10-15,Turkey,Netherlands,0,2,FIFA World Cup qualification,False,Netherlands,2,4,11,4,43,9,34
1494,2013-11-14,Belgium,Colombia,0,2,Friendly,False,Colombia,2,8,3,8,11,4,7
1495,2013-11-15,England,Chile,0,2,Friendly,False,Chile,2,10,6,12,13,15,2
1496,2013-11-15,Greece,Romania,3,1,FIFA World Cup qualification,False,Greece,2,15,6,13,12,32,20
1497,2013-11-15,Italy,Germany,1,1,Friendly,False,Draw,0,9,13,8,7,2,5
1498,2013-11-15,Portugal,Sweden,1,0,FIFA World Cup qualification,False,Portugal,1,10,7,11,5,27,22
1499,2013-11-15,Scotland,United States,0,0,Friendly,False,Draw,0,7,10,7,34,14,20
1500,2013-11-15,Ukraine,France,2,0,FIFA World Cup qualification,False,Ukraine,2,5,10,5,18,20,2
1501,2013-11-16,Equatorial Guinea,Spain,1,2,Friendly,False,Spain,1,0,13,0,108,1,107
1502,2013-11-16,Netherlands,Japan,2,2,Friendly,True,Draw,0,11,4,11,9,47,38
1503,2013-11-18,Italy,Nigeria,2,2,Friendly,True,Draw,0,7,5,9,7,37,30
1504,2013-11-19,Belgium,Japan,2,3,Friendly,False,Japan,1,7,7,5,11,47,36
1505,2013-11-19,England,Germany,0,1,Friendly,False,Germany,1,7,13,9,13,2,11
1506,2013-11-19,France,Ukraine,3,0,FIFA World Cup qualification,False,France,3,12,5,12,20,18,2
1507,2013-11-19,Netherlands,Colombia,0,0,Friendly,False,Draw,0,11,4,11,9,4,5
1508,2013-11-19,Norway,Scotland,0,1,Friendly,False,Scotland,1,3,10,6,54,34,20
1509,2013-11-19,Romania,Greece,1,1,FIFA World Cup qualification,False,Draw,0,4,13,6,32,12,20
1510,2013-11-19,South Africa,Spain,1,0,Friendly,False,South Africa,1,6,10,6,62,1,61
1511,2013-11-19,Sweden,Portugal,2,3,FIFA World Cup qualification,False,Portugal,1,4,10,6,27,5,22
1512,2014-03-05,Belgium,Ivory Coast,2,2,Friendly,False,Draw,0,5,6,3,4,203,199
1513,2014-03-05,England,Denmark,1,0,Friendly,False,England,1,9,1,9,13,30,17
1514,2014-03-05,France,Netherlands,2,0,Friendly,False,France,2,12,8,12,7,5,2
1515,2014-03-05,Germany,Chile,1,0,Friendly,False,Germany,1,13,5,13,1,14,13
1516,2014-03-05,Greece,South Korea,0,2,Friendly,False,South Korea,2,10,6,12,24,69,45
1517,2014-03-05,Poland,Scotland,0,1,Friendly,False,Scotland,1,3,13,3,41,36,5
1518,2014-03-05,Portugal,Cameroon,5,1,Friendly,False,Portugal,4,13,1,11,7,42,35
1519,2014-03-05,Spain,Italy,1,0,Friendly,False,Spain,1,12,4,13,9,11,2
1520,2014-05-13,Germany,Poland,0,0,Friendly,False,Draw,0,11,3,11,1,41,40
1521,2014-05-17,Netherlands,Ecuador,1,1,Friendly,False,Draw,0,6,5,9,5,26,21
1522,2014-05-26,Belgium,Luxembourg,5,1,Friendly,False,Belgium,4,5,0,5,4,128,124
1523,2014-05-27,France,Norway,4,0,Friendly,False,France,4,12,0,15,7,67,60
1524,2014-05-28,Nigeria,Scotland,2,2,Friendly,True,Draw,0,5,11,2,43,36,7
1525,2014-05-30,England,Peru,3,0,Friendly,False,England,3,9,1,9,13,53,40
1526,2014-05-30,Spain,Bolivia,2,0,Friendly,False,Spain,2,12,1,13,9,85,76
1527,2014-05-31,Italy,Republic of Ireland,0,0,Friendly,True,Draw,0,4,2,7,11,64,53
1528,2014-05-31,Netherlands,Ghana,1,0,Friendly,False,Netherlands,1,6,1,9,5,37,32
1529,2014-05-31,Portugal,Greece,0,0,Friendly,False,Draw,0,13,8,11,7,24,17
1530,2014-06-01,France,Paraguay,1,1,Friendly,False,Draw,0,10,6,13,7,76,69
1531,2014-06-01,Germany,Cameroon,2,2,Friendly,False,Draw,0,9,2,11,1,42,41
1532,2014-06-01,Sweden,Belgium,0,2,Friendly,False,Belgium,2,3,7,6,44,4,40
1533,2014-06-03,Greece,Nigeria,0,0,Friendly,True,Draw,0,6,3,10,24,43,19
1534,2014-06-04,Ecuador,England,2,2,Friendly,True,Draw,0,5,7,3,26,13,13
1535,2014-06-04,Italy,Luxembourg,1,1,Friendly,False,Draw,0,4,1,5,11,128,117
1536,2014-06-04,Netherlands,Wales,2,0,Friendly,False,Netherlands,2,8,7,9,5,34,29
1537,2014-06-06,Bolivia,Greece,1,2,Friendly,True,Greece,1,0,6,0,85,24,61
1538,2014-06-06,Germany,Armenia,6,1,Friendly,False,Germany,5,11,1,11,1,79,78
1539,2014-06-06,Mexico,Portugal,0,1,Friendly,True,Portugal,1,7,13,2,20,7,13
1540,2014-06-07,Belgium,Tunisia,1,0,Friendly,False,Belgium,1,10,2,7,4,22,18
1541,2014-06-07,El Salvador,Spain,0,2,Friendly,True,Spain,2,0,12,0,90,9,81
1542,2014-06-07,Honduras,England,0,0,Friendly,True,Draw,0,1,8,1,71,13,58
1543,2014-06-08,France,Jamaica,8,0,Friendly,False,France,8,13,0,13,7,75,68
1544,2014-06-10,Republic of Ireland,Portugal,1,5,Friendly,True,Portugal,4,2,13,3,64,7,57
1545,2014-06-13,Spain,Netherlands,1,5,FIFA World Cup,True,Netherlands,4,9,10,12,9,5,4
1546,2014-06-14,Colombia,Greece,3,0,FIFA World Cup,True,Colombia,3,7,5,7,3,24,21
1547,2014-06-14,England,Italy,1,2,FIFA World Cup,True,Italy,1,8,6,6,13,11,2
1548,2014-06-15,France,Honduras,3,0,FIFA World Cup,True,France,3,13,1,13,7,71,64
1549,2014-06-16,Germany,Portugal,4,0,FIFA World Cup,True,Germany,4,11,10,11,1,7,6
1550,2014-06-17,Belgium,Algeria,2,1,FIFA World Cup,True,Belgium,1,13,2,10,4,18,14
1551,2014-06-18,Australia,Netherlands,2,3,FIFA World Cup,True,Netherlands,1,3,13,8,100,5,95
1552,2014-06-18,Spain,Chile,0,2,FIFA World Cup,True,Chile,2,9,7,9,9,14,5
1553,2014-06-19,Japan,Greece,0,0,FIFA World Cup,True,Draw,0,8,6,8,54,24,30
1554,2014-06-19,Uruguay,England,2,1,FIFA World Cup,True,Uruguay,1,6,5,7,10,13,3
1555,2014-06-20,Italy,Costa Rica,0,1,FIFA World Cup,True,Costa Rica,1,5,4,4,11,16,5
1556,2014-06-20,Switzerland,France,2,5,FIFA World Cup,True,France,3,6,13,7,12,7,5
1557,2014-06-21,Germany,Ghana,2,2,FIFA World Cup,True,Draw,0,9,2,9,1,37,36
1558,2014-06-22,Belgium,Russia,1,0,FIFA World Cup,True,Belgium,1,15,6,13,4,31,27
1559,2014-06-22,United States,Portugal,2,2,FIFA World Cup,True,Draw,0,8,8,7,27,7,20
1560,2014-06-23,Australia,Spain,0,3,FIFA World Cup,True,Spain,3,3,9,5,100,9,91
1561,2014-06-23,Netherlands,Chile,2,0,FIFA World Cup,True,Netherlands,2,15,7,11,5,14,9
1562,2014-06-24,Costa Rica,England,0,0,FIFA World Cup,True,Draw,0,5,3,5,16,13,3
1563,2014-06-24,Greece,Ivory Coast,2,1,FIFA World Cup,True,Greece,1,8,6,10,24,203,179
1564,2014-06-24,Italy,Uruguay,0,1,FIFA World Cup,True,Uruguay,1,5,9,3,11,10,1
1565,2014-06-25,Ecuador,France,0,0,FIFA World Cup,True,Draw,0,3,11,3,26,7,19
1566,2014-06-26,South Korea,Belgium,0,1,FIFA World Cup,True,Belgium,1,6,15,6,69,4,65
1567,2014-06-26,Portugal,Ghana,2,1,FIFA World Cup,True,Portugal,1,10,2,13,7,37,30
1568,2014-06-26,United States,Germany,0,1,FIFA World Cup,True,Germany,1,5,11,7,27,1,26
1569,2014-06-29,Costa Rica,Greece,1,1,FIFA World Cup,True,Costa Rica,0,8,7,8,16,24,8
1570,2014-06-29,Netherlands,Mexico,2,1,FIFA World Cup,True,Netherlands,1,15,4,13,5,20,15
1571,2014-06-30,France,Nigeria,2,0,FIFA World Cup,True,France,2,13,3,13,7,43,36
1572,2014-06-30,Germany,Algeria,2,1,FIFA World Cup,True,Germany,1,13,2,11,1,18,17
1573,2014-07-01,Belgium,United States,2,1,FIFA World Cup,True,Belgium,1,15,5,15,4,27,23
1574,2014-07-04,France,Germany,0,1,FIFA World Cup,True,Germany,1,10,13,10,7,1,6
1575,2014-07-05,Argentina,Belgium,1,0,FIFA World Cup,True,Argentina,1,15,12,9,2,4,2
1576,2014-07-05,Netherlands,Costa Rica,0,0,FIFA World Cup,True,Netherlands,0,15,8,15,5,16,11
1577,2014-07-08,Brazil,Germany,1,7,FIFA World Cup,False,Germany,6,12,13,12,6,1,5
1578,2014-07-09,Netherlands,Argentina,0,0,FIFA World Cup,True,Argentina,0,12,15,12,5,2,3
1579,2014-07-12,Brazil,Netherlands,0,3,FIFA World Cup,False,Netherlands,3,9,12,9,6,5,1
1580,2014-07-13,Germany,Argentina,1,0,FIFA World Cup,True,Germany,1,15,12,13,1,2,1
1581,2014-09-03,England,Norway,1,0,Friendly,False,England,1,5,0,9,13,67,54
1582,2014-09-03,Germany,Argentina,2,4,Friendly,False,Argentina,2,12,12,10,1,2,1
1583,2014-09-04,Belgium,Australia,2,0,Friendly,False,Belgium,2,12,0,15,4,100,96
1584,2014-09-04,France,Spain,1,0,Friendly,False,France,1,10,6,12,7,9,2
1585,2014-09-04,Italy,Netherlands,2,0,Friendly,False,Italy,2,7,9,5,11,5,6
1586,2014-09-07,Germany,Scotland,2,1,UEFA Euro qualification,False,Germany,1,12,8,10,1,36,35
1587,2014-09-07,Greece,Romania,0,1,UEFA Euro qualification,False,Romania,1,4,7,7,24,15,9
1588,2014-09-07,Portugal,Albania,0,1,UEFA Euro qualification,False,Albania,1,7,4,10,7,58,51
1589,2014-09-07,Serbia,France,1,1,Friendly,False,Draw,0,5,8,5,38,7,31
1590,2014-09-08,Spain,North Macedonia,5,1,UEFA Euro qualification,False,Spain,4,6,1,9,9,100,91
1591,2014-09-08,Switzerland,England,0,2,UEFA Euro qualification,False,England,2,5,7,4,12,13,1
1592,2014-09-09,Czech Republic,Netherlands,2,1,UEFA Euro qualification,False,Czech Republic,1,7,6,7,17,5,12
1593,2014-09-09,Norway,Italy,0,2,UEFA Euro qualification,False,Italy,2,0,9,3,67,11,56
1594,2014-10-09,England,San Marino,5,0,UEFA Euro qualification,False,England,5,10,0,12,13,179,166
1595,2014-10-09,Slovakia,Spain,2,1,UEFA Euro qualification,False,Slovakia,1,3,6,6,21,9,12
1596,2014-10-10,Belgium,Andorra,6,0,UEFA Euro qualification,False,Belgium,6,12,0,15,4,201,197
1597,2014-10-10,Italy,Azerbaijan,2,1,UEFA Euro qualification,False,Italy,1,9,1,7,11,135,124
1598,2014-10-10,Netherlands,Kazakhstan,3,1,UEFA Euro qualification,False,Netherlands,2,6,0,12,5,139,134
1599,2014-10-11,Finland,Greece,1,1,UEFA Euro qualification,False,Draw,0,2,5,4,70,24,46
1600,2014-10-11,France,Portugal,2,1,Friendly,False,France,1,10,4,12,7,7,0
1601,2014-10-11,Poland,Germany,2,0,UEFA Euro qualification,False,Poland,2,5,9,6,41,1,40
1602,2014-10-11,Scotland,Georgia,1,0,UEFA Euro qualification,False,Scotland,1,10,1,7,36,125,89
1603,2014-10-12,Estonia,England,0,1,UEFA Euro qualification,False,England,1,1,13,5,84,13,71
1604,2014-10-12,Luxembourg,Spain,0,4,UEFA Euro qualification,False,Spain,4,1,9,1,128,9,119
1605,2014-10-13,Bosnia and Herzegovina,Belgium,1,1,UEFA Euro qualification,False,Draw,0,6,10,6,29,4,25
1606,2014-10-13,Iceland,Netherlands,2,0,UEFA Euro qualification,False,Iceland,2,3,6,4,33,5,28
1607,2014-10-13,Malta,Italy,0,1,UEFA Euro qualification,False,Italy,1,0,12,0,147,11,136
1608,2014-10-14,Armenia,France,0,3,Friendly,False,France,3,1,10,3,79,7,72
1609,2014-10-14,Denmark,Portugal,0,1,UEFA Euro qualification,False,Portugal,1,1,7,4,30,7,23
1610,2014-10-14,Germany,Republic of Ireland,1,1,UEFA Euro qualification,False,Draw,0,7,2,10,1,64,63
1611,2014-10-14,Greece,Northern Ireland,0,2,UEFA Euro qualification,False,Northern Ireland,2,4,4,4,24,48,24
1612,2014-10-14,Poland,Scotland,2,2,UEFA Euro qualification,False,Draw,0,5,8,6,41,36,5
1613,2014-11-12,Belgium,Iceland,3,1,Friendly,False,Belgium,2,10,3,15,4,33,29
1614,2014-11-12,Netherlands,Mexico,2,3,Friendly,False,Mexico,1,3,4,9,5,20,15
1615,2014-11-14,France,Albania,1,1,Friendly,False,Draw,0,11,4,10,7,58,51
1616,2014-11-14,Germany,Gibraltar,4,0,UEFA Euro qualification,False,Germany,4,7,0,10,1,202,201
1617,2014-11-14,Greece,Faroe Islands,0,1,UEFA Euro qualification,False,Faroe Islands,1,1,3,4,24,104,80
1618,2014-11-14,Portugal,Armenia,1,0,UEFA Euro qualification,False,Portugal,1,9,1,10,7,79,72
1619,2014-11-14,Scotland,Republic of Ireland,1,0,UEFA Euro qualification,False,Scotland,1,8,2,10,36,64,28
1620,2014-11-15,England,Slovenia,3,1,UEFA Euro qualification,False,England,2,15,3,12,13,47,34
